,Username,Link,Text,Human,Date
,mahesqyz1nm,https://www.tiktok.com/@mahesqyz1nm,Parfum apaan ini panas kena kulit,Negatif,06/09/2023
,mahesefv28v,https://www.tiktok.com/@mahesefv28v,cuma sebentar aja udah hilang aroma parfum nya sisa alkohol,Negatif,06/09/2023
,mahesgawviq,https://www.tiktok.com/@mahesgawviq,parfum aku masih belum sampai juga kak lama banget pengiriman nya,Negatif,06/09/2023
,mahesywobtg,https://www.tiktok.com/@mahesywobtg,"parfum jelek tutup botol gampang pecah, pembelian ga dapat box pokok nya parah dah",Negatif,05/09/2023
,maheshmm3zd,https://www.tiktok.com/@maheshmm3zd,kualitas nya buruk dengan harga segitu,Negatif,05/09/2023
,dickywahyudi8112,https://www.tiktok.com/@dickywahyudi8112,serius saya sudah pesan dari minggu lalu sampai sekarang belum di kirim lama banget kaya keong,Negatif,03/09/2023
,krisnasandesu,https://www.tiktok.com/@krisnasandesu,kok ga live sih kakak saya kalau mau beli ga dapet promo,Negatif,27/08/2023
,rapitzyxv,https://www.tiktok.com/@rapitzyxv,itu yang woody bau nya nikmat dan enak banget ada di alfa,Positif,22/08/2023
,.e.n.z.o81,https://www.tiktok.com/@.e.n.z.o81,varian amber aroma nya gimana ka,Netral,20/08/2023
,m.erlando_15,https://www.tiktok.com/@m.erlando_15,beli yang woody wangi nya seperti parfum arab,Positif,20/08/2023
,tuluskopi,https://www.tiktok.com/@tuluskopi,buat parfum lokal metropolis tidak ada lawan nya sudah paling terbaik,Positif,20/08/2023
,akaii_89,https://www.tiktok.com/@akaii_89,udah lengkap dong punya semua emang ga ada yang mengecewakan wangi nya nikmat semua,Positif,20/08/2023
,ryo_onoskal,https://www.tiktok.com/@ryo_onoskal,varian aquatic wangi nya gimana ka,Netral,17/08/2023
,antigalaubah,https://www.tiktok.com/@antigalaubah,saking wangi nya nyebar banget nih parfum temen kelas aku pada minta,Positif,17/08/2023
,donigaspar0,https://www.tiktok.com/@donigaspar0,"alhamdulillah saya sudah beberapa kali beli ,dan yang ukuran 100 mili, dan 50 mili, yang cowo, dan cewe nya. sudah beli alhmdulillah laku . sudah 20 beli",Positif,16/08/2023
,yakinoke,https://www.tiktok.com/@yakinoke,ga ada yang aquatic sama amber kak?,Netral,16/08/2023
,endicamol18,https://www.tiktok.com/@endicamol18,wangi nya nikmat seperti belagio,Positif,16/08/2023
,vioo_lull,https://www.tiktok.com/@vioo_lull,mahal banget di sini aku beli di indomaret murah itu empat puluh lima ribu doang,Negatif,16/08/2023
,user4781225102079,https://www.tiktok.com/@user4781225102079,wangi nya sebentar saya udah beli,Negatif,15/08/2023
,wijayapradana35,https://www.tiktok.com/@wijayapradana35,varian woody aroma nya gimana sih ka,Netral,15/08/2023
,khaillan10,https://www.tiktok.com/@khaillan10,parfum morris paling enak di indonesia menurut aku,Positif,14/08/2023
,salawasnahngkul,https://www.tiktok.com/@salawasnahngkul,"ka aku udah pesen sampai empat hari masih status menunggu kurir, kenapa lama sekali ka",Negatif,14/08/2023
,4galung,https://www.tiktok.com/@4galung,Asli tidak mengecewakan aroma nya mantap dan kurir cepat ngantar cuman 3 hari,Positif,14/08/2023
,darmatasiahata,https://www.tiktok.com/@darmatasiahata,males ga pernah ada aquatic nya,Negatif,14/08/2023
,lunahao6,https://www.tiktok.com/@lunahao6,aku udah beli yang aquastic sumpah wangi nya tahan banget,Positif,13/08/2023
,yotta0505,https://www.tiktok.com/@yotta0505,udah ngestok dua aquatic dan satu woody tapi jujur paling suka sama aquatic wangi nya beneran tahan lama banget sumpah,Positif,13/08/2023
,fox_mlbb,https://www.tiktok.com/@fox_mlbb,mau nanya ka paket dua botol berapa harga nya ka,Netral,13/08/2023
,sang_aquarius,https://www.tiktok.com/@sang_aquarius,"lumayan awet bang, nyaman juga bau nya",Positif,12/08/2023
,ronyadytya,https://www.tiktok.com/@ronyadytya,mau nanya ka harga nya sama ga dengan yang di indomart,Netral,11/08/2023
,sang_aquarius,https://www.tiktok.com/@sang_aquarius,udah punya semua lagi emang bikin ketagihan wangi nya sejuk banget,Positif,11/08/2023
,wah_you.99,https://www.tiktok.com/@wah_you.99,"punya aku baru aja sampai kirain botol nya plastik, ternyata kaca wah kualitas nya ga di raguin lagi",Positif,10/08/2023
,rimurutemts,https://www.tiktok.com/@rimurutemts,"baru aja sampai mantap, wanginya juga enak",Positif,10/08/2023
,zllaynr.a,https://www.tiktok.com/@zllaynr.a,yang glory wangi nya enak banget buat di pake kerja kantoran dari pagi sampe sore ga ilang,Positif,09/08/2023
,aanhermawan_,https://www.tiktok.com/@aanhermawan_,yang warna hitam varian aquatic black edition yah ka,Netral,08/08/2023
,darmansyah701,https://www.tiktok.com/@darmansyah701,kak saya beli di aplikasi oren tujuh belas ribu kok di sini mahal sih,Negatif,08/08/2023
,low_brain,https://www.tiktok.com/@low_brain,woody enak sih aroma nya buat sekolah,Positif,08/08/2023
,an25472,https://www.tiktok.com/@an25472,wah Udah coba ini mantep,Positif,07/08/2023
,stennylumi,https://www.tiktok.com/@stennylumi,saya suka morris dari lama,Positif,07/08/2023
,acah_1928,https://www.tiktok.com/@acah_1928,lebih murah di alfamart berarti,Negatif,06/08/2023
,_satriaa_,https://www.tiktok.com/@_satriaa_,udah nyampe produk nya dan oke banget wangi nya,Positif,05/08/2023
,faridokviandy,https://www.tiktok.com/@faridokviandy,"keren parfum nya wangi nya juga harum, saya sudah cek out",Positif,05/08/2023
,adi_allpian11,https://www.tiktok.com/@adi_allpian11,ya allah ini serius wangi banget tahan lama wangi nya. parfum aku baru dateng langsung pake wangi banget wangi nya awet tahan lama,Positif,05/08/2023
,rohmanshapitra,https://www.tiktok.com/@rohmanshapitra,saran varian morris yang cocok buat diluar ruangan kak,Netral,05/08/2023
,vz_selatan,https://www.tiktok.com/@vz_selatan,wangi nya enak banget satu hari wangi nya masih ada gak hilang,Positif,05/08/2023
,nyyqxx,https://www.tiktok.com/@nyyqxx,kurang suka aku sama bau nya ga cocok sama aku,Negatif,04/08/2023
,vand_d,https://www.tiktok.com/@vand_d,Paling favorit yang tropical edition enak wangi nya,Positif,04/08/2023
,sansawansan,https://www.tiktok.com/@sansawansan,"ga banget, aku kurang suka",Negatif,03/08/2023
,davinnyz,https://www.tiktok.com/@davinnyz,Morris emang terbaik,Positif,03/08/2023
,ridwand_number_one,https://www.tiktok.com/@ridwand_number_one,"harga nya murah, tapi wangi nya ga murahan, aku barusan beli varian Woody di alfamart",Positif,03/08/2023
,beautylover822,https://www.tiktok.com/@beautylover822,saya beli di sini kemaren pas sampe botol nya pecah dan tutup nya lepas,Negatif,02/08/2023
,iwakkali_,https://www.tiktok.com/@iwakkali_,mau nanya ka kalo di campur bisa ga ka?,Netral,02/08/2023
,sinull14,https://www.tiktok.com/@sinull14,cocok banget sama saya parfum nya,Positif,02/08/2023
,bram8992,https://www.tiktok.com/@bram8992,Emang boleh jadi Murah banget,Positif,02/08/2023
,ardilaaaa_10,https://www.tiktok.com/@ardilaaaa_10,itu kan parfum nya varian favorit saya wangi nya enak banget cocok buat anak sekolah parfum saya udah habis mau beli lagi,Positif,07/07/2023
,afikaadilaput,https://www.tiktok.com/@afikaadilaput,"mau dong parfum nya, aku udah pernah beli enak",Positif,06/06/2023
,herrylejiuborneo,https://www.tiktok.com/@herrylejiuborneo,pengiriman ke jakarta doang seminggu lebih kecewa sama pengiriman nya lama banget,Negatif,06/06/2023
,ath.ig,https://www.tiktok.com/@ath.ig,lebih suka merek sebelah dari pada merek ini,Negatif,05/06/2023
,alifibnuu,https://www.tiktok.com/@alifibnuu,"kalo bisa parfum nya yang tahan lama kak, yang ini ketiup angin jalan aja udah ilang",Negatif,05/06/2023
,momentsadd5,https://www.tiktok.com/@momentsadd5,bau nya enak cocok buat badan aku,Positif,05/06/2023
,cityhunter581,https://www.tiktok.com/@cityhunter581,kurang suka aku parfum nya,Negatif,05/06/2023
,ombol05,https://www.tiktok.com/@ombol05,bau nya kurang suka buat aku,Negatif,05/06/2023
,indrasusanto296,https://www.tiktok.com/@indrasusanto296,kata sodara aku wangi nya kaya balsem ka,Negatif,05/06/2023
,adriananangalo2,https://www.tiktok.com/@adriananangalo2,aku suka banget parfum nya wangi nya pas,Positif,05/06/2023
,supardidi57,https://www.tiktok.com/@supardidi57,bismillah parfum kesukaan aku,Positif,05/06/2023
,laiaagusniaman,https://www.tiktok.com/@laiaagusniaman,perfum kesukaan aku nih,Positif,05/06/2023
,ttsk_,https://www.tiktok.com/@ttsk_,kata ayah aku bau nya ga enak kaya parfum murahan kebanyakan alkhol,Negatif,05/06/2023
,iniialyaaaaaaa,https://www.tiktok.com/@iniialyaaaaaaa,"rekomendasi banget buat temen-temen, aku udah coba enak wangi nya cocok",Positif,04/06/2023
,kinarrrr99_,https://www.tiktok.com/@kinarrrr99_,"aku beli lima, buat ganti sehari-hari beda wangi nya tapi semua nya aku suka",Positif,04/06/2023
,agus.wijaya54,https://www.tiktok.com/@agus.wijaya54,ga enak aku kurang suka,Negatif,04/06/2023
,spilcitra,https://www.tiktok.com/@spilcitra,botol nya kaca doang tapi gampang pecah jelek banget,Negatif,04/06/2023
,panggilsajazulie,https://www.tiktok.com/@panggilsajazulie,boleh nih rekomen banget wangi nya emang pas,Positif,04/06/2023
,iyodkober4,https://www.tiktok.com/@iyodkober4,iklan penipu aku udah nyoba bau nya ga enak sama sekali,Negatif,04/06/2023
,iyemkaku3,https://www.tiktok.com/@iyemkaku3,kurang enak menurut aku,Negatif,04/06/2023
,titasukaesih1,https://www.tiktok.com/@titasukaesih1,metropolus terlalu pekat jadi nya bikin pusing,Negatif,04/06/2023
,user6037095886131,https://www.tiktok.com/@user6037095886131,bahan botol nya jelek banget gampang pecah dan lepas tutup nya,Negatif,04/06/2023
,muhammadhafis1560,https://www.tiktok.com/@muhammadhafis1560,kurang suka aku sama wangi nya,Negatif,04/06/2023
,fitrianaspiliang,https://www.tiktok.com/@fitrianaspiliang,cewek aku malah gak suka aroma wangi nya,Negatif,04/06/2023
,natanlede,https://www.tiktok.com/@natanlede,bau nya ga cocok sama badan aku,Negatif,04/06/2023
,user8193023777106,https://www.tiktok.com/@user8193023777106,mau dong gimana cara nya mbak??,Netral,04/06/2023
,armas979,https://www.tiktok.com/@armas979,parfum nya enak wangi nya,Positif,04/06/2023
,kaerulqye78,https://www.tiktok.com/@kaerulqye78,botol nya gampang baret ketahuan kualitas nya ga di jaga,Negatif,03/06/2023
,dinamalde,https://www.tiktok.com/@dinamalde,"simple, wanginya enak aku suka",Positif,03/06/2023
,masmaslain,https://www.tiktok.com/@masmaslain,varian pelanggi terbaik,Positif,03/06/2023
,earth.vi,https://www.tiktok.com/@earth.vi,ini enak banget wangi nya apalagi yang hijau favorit banget,Positif,03/06/2023
,wawansntkar,https://www.tiktok.com/@wawansntkar,wangi nya bentar banget mana mahal lagi,Negatif,03/06/2023
,lasahinda83,https://www.tiktok.com/@lasahinda83,keren banget ka aku suka parfum nya,Positif,03/06/2023
,borneogame2,https://www.tiktok.com/@borneogame2,kurang suka hehehe maaf,Negatif,03/06/2023
,yadi_truk,https://www.tiktok.com/@yadi_truk,sehat selalu kaka,Positif,03/06/2023
,user9946109613654,https://www.tiktok.com/@user9946109613654,"semangat Kaka jualan nya, parfum nya juga aku suka",Positif,03/06/2023
,ketut_yuliani,https://www.tiktok.com/@ketut_yuliani,wangi nya lenyap hanya dalam hitungan menit,Negatif,03/06/2023
,denmastotok,https://www.tiktok.com/@denmastotok,botol nya bocor pas mau di semprot,Negatif,03/06/2023
,muhammadsahri227,https://www.tiktok.com/@muhammadsahri227,Wangi nya terlalu manis dan bukan jenis yang cocok untuk semua orang,Negatif,03/06/2023
,jakasatriajaka0,https://www.tiktok.com/@jakasatriajaka0,aku mengalami iritasi kulit,Negatif,03/06/2023
,kaerulqye78,https://www.tiktok.com/@kaerulqye78,Harga parfum ini tidak sebanding dengan kualitas nya yang rendah,Negatif,03/06/2023
,trisnohp,https://www.tiktok.com/@trisnohp,aku suka banget parfum Moris,Positif,03/06/2023
,kangponsel,https://www.tiktok.com/@kangponsel,keren emang parfum Moris,Positif,03/06/2023
,erviana8170,https://www.tiktok.com/@erviana8170,Aroma parfum nya ga enak terlalu kuno,Negatif,03/06/2023
,jarwoadjie,https://www.tiktok.com/@jarwoadjie,sulit untuk disemprotkan dengan benar dan seringkali menyemprotkan terlalu banyak atau terlalu sedikit,Negatif,03/06/2023
,mariaimeldabate,https://www.tiktok.com/@mariaimeldabate,wangi nya menguap begitu cepat,Negatif,03/06/2023
,user7742074579495,https://www.tiktok.com/@user7742074579495,Kemasa nnya terlalu besar dan tidak praktis untuk dibawa bepergian,Negatif,03/06/2023
,user8185780284383,https://www.tiktok.com/@user8185780284383,aroma parfum ini semakin terasa seperti bau alkohol yang menusuk hidung,Negatif,03/06/2023
,dyn3foduoezr,https://www.tiktok.com/@dyn3foduoezr,terasa seperti campuran bahan kimia yang murahan,Negatif,03/06/2023
,noviadriyana4,https://www.tiktok.com/@noviadriyana4,ga minat parfum apaan ga ada box nya,Negatif,03/06/2023
,triyuliani578,https://www.tiktok.com/@triyuliani578,pembohong iklan nya,Negatif,02/06/2023
,reslywarbal,https://www.tiktok.com/@reslywarbal,Wangi nya terlalu lemah sampe ga kecium,Negatif,02/06/2023
,pipirahayu0,https://www.tiktok.com/@pipirahayu0,wangi nya terlalu tua dan klasik untuk selera aku yang lebih muda dan modern,Negatif,02/06/2023
,supripjs,https://www.tiktok.com/@supripjs,ka buat cewek sekolah apa yang enak?,Netral,02/06/2023
,srikarya8,https://www.tiktok.com/@srikarya8,kun fayakun kk semangat,Negatif,02/06/2023
,palsu12346,https://www.tiktok.com/@palsu12346,"tanggal 14,di hari valentine dan di hari ulang tahun aku kak,, mau beli parfum kesukaanku",Positif,02/06/2023
,user1324358276101,https://www.tiktok.com/@user1324358276101,yaelah wangi nya pas di semprot doang kena angin dikit langsung ilang wangi nya,Negatif,02/06/2023
,nakimsport,https://www.tiktok.com/@nakimsport,"pesen dua yang di kirim satu, kalau jualan yang amanah dong",Negatif,02/06/2023
,maryani.25,https://www.tiktok.com/@maryani.25,parfum bagus untuk baju aku,Positif,02/06/2023
,saepuloh6677,https://www.tiktok.com/@saepuloh6677,saya kecewa ka kotak pengiriman nya sudah kebuka,Negatif,02/06/2023
,ullye_inzhagie,https://www.tiktok.com/@ullye_inzhagie,buat saya wangi nya kurang banget ga sepadat dengan harga nya,Negatif,02/06/2023
,suheriherwanto,https://www.tiktok.com/@suheriherwanto,wangi nya kurang awet,Negatif,02/06/2023
,iim_kusmiati76,https://www.tiktok.com/@iim_kusmiati76,"keren ka, aku mau beli",Positif,02/06/2023
,gusnitaputriii,https://www.tiktok.com/@gusnitaputriii,"mau banget, parfum kesukaan aku",Positif,01/06/2023
,alfahriasalbi,https://www.tiktok.com/@alfahriasalbi,mau belii... aku suka,Positif,01/06/2023
,ardianswanjr,https://www.tiktok.com/@ardianswanjr,saran parfum nya yang paling best kak,Netral,01/06/2023
,noyusarahsarah299,https://www.tiktok.com/@noyusarahsarah299,buat ibu-ibu ada gak ka,Netral,01/06/2023
,jenah154,https://www.tiktok.com/@jenah154,buat cewe smp yang mana ka,Netral,01/06/2023
,milanurani33,https://www.tiktok.com/@milanurani33,toko ga jelas orang beli dua malah di kirim 1,Negatif,01/06/2023
,mamangkardi123,https://www.tiktok.com/@mamangkardi123,"merek jelek pengiriman lama banget, pas di pake juga langsung ilang",Negatif,01/06/2023
,riopranata856,https://www.tiktok.com/@riopranata856,standar toko nya jelek banget ga bisa memberika pelayanan yang bagus,Negatif,01/06/2023
,kangbayu1970,https://www.tiktok.com/@kangbayu1970,semangat kaka semoga laris,Positif,01/06/2023
,junaidimuhammad004,https://www.tiktok.com/@junaidimuhammad004,"manis banget kaka nya, jadi pengen beli parfum nya",Positif,01/06/2023
,shita408,https://www.tiktok.com/@shita408,kurang suka hahahaha,Negatif,01/06/2023
,g3trekt_lol01,https://www.tiktok.com/@g3trekt_lol01,ah baunya kurang suka,Negatif,01/06/2023
,yuyunyuniar292,https://www.tiktok.com/@yuyunyuniar292,"mau beli parfum nya, udah pernah nyoba nagih emang..",Positif,01/06/2023
,tu846u5.5u614rto,https://www.tiktok.com/@tu846u5.5u614rto,kaka nya cakep amat,Positif,01/06/2023
,anton6194904580277,https://www.tiktok.com/@anton6194904580277,cocok banget parfum buat ngedate bareng ayang,Positif,01/06/2023
,gonderong45,https://www.tiktok.com/@gonderong45,cocok nih buat anak muda enak wangi nya pas,Positif,01/06/2023
,izagendeng,https://www.tiktok.com/@izagendeng,bisa ga sih pengiriman nya jagan lama lama dasar toko burik,Negatif,31/05/2023
,hoerularifin5,https://www.tiktok.com/@hoerularifin5,kalau untuk cowo yang mana kak,Netral,31/05/2023
,kinn6l,https://www.tiktok.com/@kinn6l,"ungu please, favorit aku",Positif,30/05/2023
,opalici0us,https://www.tiktok.com/@opalici0us,enak wangi nya semua keluarga aku suka,Positif,29/05/2023
,hjdewitarot,https://www.tiktok.com/@hjdewitarot,WOW IKUTAN BELI AH,Positif,29/05/2023
,thehouseparfum,https://www.tiktok.com/@thehouseparfum,emang wangi banget ini. rekomended sih,Positif,28/05/2023
,nambelast,https://www.tiktok.com/@nambelast,setengah jam hilang bau nya,Negatif,28/05/2023
,suliyadi87,https://www.tiktok.com/@suliyadi87,bau alkohol nya banyak banget bikin pusing dan mual,Negatif,28/05/2023
,agussalim0038,https://www.tiktok.com/@agussalim0038,pengiriman terlama selama aku beli parfum ini,Negatif,27/05/2023
,1933bacot0,https://www.tiktok.com/@1933bacot0,mau nanya ka bayar lewat dana bisa ga ka,Netral,26/05/2023
,imhafif,https://www.tiktok.com/@imhafif,Wangi nya ga enak,Negatif,25/05/2023
,dnzyxyv,https://www.tiktok.com/@dnzyxyv,rekomendasi buat yang cowo mana bang,Netral,25/05/2023
,vnzsolo24jam,https://www.tiktok.com/@vnzsolo24jam,"aku ada sembilan botol yang varian VENTURA ada dua, GLORY, EXCLUSIVE ada dua, CLASSY, dan OCEAN BREEZE semua nya enak banget wangi nya lembut dan kalem banget",Positif,25/05/2023
,dnzyxyv,https://www.tiktok.com/@dnzyxyv,saran varian buat jalan jalan ka,Netral,23/05/2023
,gabinfla_brayen,https://www.tiktok.com/@gabinfla_brayen,ga tahan lama soal nya pagi di pake siang bau nya rawan pudar,Negatif,23/05/2023
,dimasraknu27,https://www.tiktok.com/@dimasraknu27,"setengah jam hilang, di badan aku",Negatif,23/05/2023
,prettyy_zxy,https://www.tiktok.com/@prettyy_zxy,bisa tahan lama gak ka? ,Netral,23/05/2023
,samsulf_76,https://www.tiktok.com/@samsulf_76,Beli di indomaret kok wangi nya cuman Sebentar ya,Negatif,21/05/2023
,sastrasihotan9,https://www.tiktok.com/@sastrasihotan9,Parfum murah pasti tidak tahan lama,Negatif,21/05/2023
,nurulnazmi1796,https://www.tiktok.com/@nurulnazmi1796,"udah punya beberapa varian, wangi nya juga enak-enak",Positif,20/05/2023
,efmelly2,https://www.tiktok.com/@efmelly2,Parfum terfavorit. Low budget. Paling suka varian ocean hihi,Positif,19/05/2023
,user33256697773264,https://www.tiktok.com/@user33256697773264,mau nanya ka woody bisa buat sekolah ga ka,Netral,15/05/2023
,rayashaqueena21,https://www.tiktok.com/@rayashaqueena21,Kamu kenapa candu banget si Sesuka itu aku sama Wangi nya kamu love it,Positif,13/05/2023
,meliiiasariii,https://www.tiktok.com/@meliiiasariii,"best seller buat cewe yang mana kak, aku pengen check out tapi bingung",Netral,11/05/2023
,allinesky,https://www.tiktok.com/@allinesky,"langsung borong semua, dan paling recomendasi itu rainbow",Positif,11/05/2023
,abcdefghijkania_,https://www.tiktok.com/@abcdefghijkania_,emang parfum paling wangi yang pernah aku pakai,Positif,09/05/2023
,dimasn_snts,https://www.tiktok.com/@dimasn_snts,saran varian buat kerja di produksi yang panas kak,Netral,09/05/2023
,mr.tyo1,https://www.tiktok.com/@mr.tyo1,benerin dong itu tutup botol nya jelek banget kualitas nya gampang lepas,Negatif,08/05/2023
,sahhap5,https://www.tiktok.com/@sahhap5,alkohol nya kurangin lah parfum apaan alkohol nya banyak banget bikik kulit panas,Negatif,08/05/2023
,sesil4u,https://www.tiktok.com/@sesil4u,rainbow favorit sih,Positif,05/05/2023
,ehsisiladaditiktok,https://www.tiktok.com/@ehsisiladaditiktok,"dulu waktu nikahan , sovenir nikahan aku isi nya parfume ini emang enak parah sih semua varian morris",Positif,03/05/2023
,n0penk,https://www.tiktok.com/@n0penk,"favorit, satu botol pasti habis nya pas sebulan",Positif,02/05/2023
,muhmd_mulyana,https://www.tiktok.com/@muhmd_mulyana,wangi nya bagus buat nongkrong,Positif,02/05/2023
,ham111176,https://www.tiktok.com/@ham111176,aku suka cara nya cium wangi nya keren jadi kita tau sewangi itu dan senyaman itu parfum nya,Positif,02/05/2023
,apdiparamasan,https://www.tiktok.com/@apdiparamasan,parfum moris makai bibit ga ka,Netral,02/05/2023
,muksin396,https://www.tiktok.com/@muksin396,pengiriman jelek banget udah lama pas sampe tutup nya hilang,Negatif,02/05/2023
,mrs.yunaaa,https://www.tiktok.com/@mrs.yunaaa,metropolis paling bikin nyaman dan senang,Positif,01/05/2023
,agahendry,https://www.tiktok.com/@agahendry,buat jumatan bisa ga ka,Netral,01/05/2023
,sukaboba690,https://www.tiktok.com/@sukaboba690,saran varian cewek apa ka,Netral,30/04/2023
,azecristiano7717,https://www.tiktok.com/@azecristiano7717,cocok buat yang pengen beli yang besar tapi bingung mana yang wangi nya cocok lebih baik beli ini dulu,Positif,30/04/2023
,khatimah19,https://www.tiktok.com/@khatimah19,logo parfum nya ganti dong ka jelek banget logo nya gitu,Negatif,30/04/2023
,ekadd2,https://www.tiktok.com/@ekadd2,host nya cuek banget di tanya tanya in malah asik maen handphone,Negatif,30/04/2023
,sadeeeei,https://www.tiktok.com/@sadeeeei,"gak ada bau nya, wangi nya dua puluh sampai tiga puluh menit doang",Negatif,29/04/2023
,spotifyresso66,https://www.tiktok.com/@spotifyresso66,BENER Banget UNTUNG BELI,Positif,29/04/2023
,den_051004,https://www.tiktok.com/@den_051004,aku beli waktu awal aja yah wangi nya pas kesini sini kok wangi nya berkurang gak sewangi kayak waktu awal beli,Negatif,28/04/2023
,mdimasprasetyo648,https://www.tiktok.com/@mdimasprasetyo648,kesukaan aku dan keluarga aku nih,Positif,27/04/2023
,caprutciecampreet,https://www.tiktok.com/@caprutciecampreet,"udah pakai dong, wangi banget",Positif,27/04/2023
,dulfy31,https://www.tiktok.com/@dulfy31,kenapa wangi nya mudah hilang ya,Negatif,26/04/2023
,samsonaudy,https://www.tiktok.com/@samsonaudy,"aku udah beli yang love elixir, emang bener enak banget wangi nya lembut",Positif,26/04/2023
,panggildesyy_2rd,https://www.tiktok.com/@panggildesyy_2rd,harum kak Morris nya,Positif,26/04/2023
,ncsnocoffeerightsound,https://www.tiktok.com/@ncsnocoffeerightsound,kok lama banget sih sampai nya,Negatif,26/04/2023
,apriyantirifai8,https://www.tiktok.com/@apriyantirifai8,pengiriman nya kok lama banget,Negatif,26/04/2023
,bahrudinsmaruahe,https://www.tiktok.com/@bahrudinsmaruahe,"kak, paket aku belum sampai gimana sih ini lama banget udah seminggu lebih",Negatif,26/04/2023
,mamasfauzan62,https://www.tiktok.com/@mamasfauzan62,"udah beli, ini pesanan aku yang kedua kali, emang enak banget wangi nya ga mau pindah ke merek lain",Positif,26/04/2023
,ncsnocoffeerightsound,https://www.tiktok.com/@ncsnocoffeerightsound,untuk ke riau berapa lama ka,Netral,26/04/2023
,erlindacornelia,https://www.tiktok.com/@erlindacornelia,paket aku belum dikirim dari sabtu,Negatif,25/04/2023
,zahhrann200,https://www.tiktok.com/@zahhrann200,"mau dibatalin karena lama sampai nya, tapi percuma nunggu lama-lama",Negatif,25/04/2023
,nuuu.360,https://www.tiktok.com/@nuuu.360,buat lokasi Jawa Timur berapa lama ka,Netral,25/04/2023
,zeny_9,https://www.tiktok.com/@zeny_9,aku saranin jagan beli nih parfum wangi nya ga enak banget bikin pusing,Negatif,25/04/2023
,sevagaming420seba,https://www.tiktok.com/@sevagaming420seba,gak ada voucher gratis ongkos kirim kah ini? mahal banget,Negatif,25/04/2023
,delis4615,https://www.tiktok.com/@delis4615,"buat aku yang anak sekolahan, masih masuk di kantong sih harga nya,wangi nya juga cocok buat anak sekolah",Positif,25/04/2023
,mamahekowbc,https://www.tiktok.com/@mamahekowbc,dari dulu emang selalu pakai Morris ga pernah kecewa sama parfum satu ini,Positif,25/04/2023
,delarmi72,https://www.tiktok.com/@delarmi72,kurang full ya isian nya,Negatif,25/04/2023
,daiici_record,https://www.tiktok.com/@daiici_record,tolong lah itu host nya di ganti cuek banget yang sekarang,Negatif,25/04/2023
,azhamaharani,https://www.tiktok.com/@azhamaharani,bohong aku udah nyobain 3 jenis wangi nya ga tahan lama,Negatif,25/04/2023
,aihsari,https://www.tiktok.com/@aihsari,pengiriman ke bandung 2 minggu lama banget asli,Negatif,25/04/2023
,fitrabudury182,https://www.tiktok.com/@fitrabudury182,"udah hampir seminggu masih di pengemasan, belum dikirim-kirim",Negatif,24/04/2023
,holani_natalia7,https://www.tiktok.com/@holani_natalia7,punya aku kok sampai sekarang belum sampai ya kak,Negatif,24/04/2023
,scriptscript63,https://www.tiktok.com/@scriptscript63,aku beli langsung jadi idola wanita,Positif,24/04/2023
,badrurizqi,https://www.tiktok.com/@badrurizqi,varian yang golry wangi nya gimana ka,Netral,24/04/2023
,bangjait219,https://www.tiktok.com/@bangjait219,"wangi nya manis, segar gitu, enak deh",Positif,24/04/2023
,riko00733,https://www.tiktok.com/@riko00733,harga berapa ka?,Netral,24/04/2023
,pujinita,https://www.tiktok.com/@pujinita,mahal banget deh ongkos kirim nya,Negatif,24/04/2023
,onald46,https://www.tiktok.com/@onald46,se-candu itu wangi nya Morris,Positif,24/04/2023
,deludeldelito4,https://www.tiktok.com/@deludeldelito4,"aku mau batalin karena kelamaan, tapi gak bisa",Negatif,24/04/2023
,bonostore.com,https://www.tiktok.com/@bonostore.com,masyaAllah wangi banget parfum nya,Positif,24/04/2023
,rionoslamet,https://www.tiktok.com/@rionoslamet,"paling suka yang varian floral, aroma nya manis buah",Positif,24/04/2023
,enamg5,https://www.tiktok.com/@enamg5,"bohong, biasa aja wangi nya ga ada sensasi lebih",Negatif,24/04/2023
,awanawai0,https://www.tiktok.com/@awanawai0,"parfum andalan dari zaman sekolah udah pakai, emang lembut banget wangi nya",Positif,23/04/2023
,rizkyyo14,https://www.tiktok.com/@rizkyyo14,metropolis makai bibit ga ka,Netral,23/04/2023
,rizkyyo14,https://www.tiktok.com/@rizkyyo14,wangi nya bikin pacar aku nempel terus sama aku,Positif,23/04/2023
,azzatrign,https://www.tiktok.com/@azzatrign,metropolis nyobain dikit diluar perkiraan wangi nya enak banget sumpah,Positif,23/04/2023
,dicki9153,https://www.tiktok.com/@dicki9153,"aku pakai parfum Morris bang, wangi nya candu, apalagi pas dipakai lebaran, gak hilang-hilang",Positif,23/04/2023
,keyzty2019,https://www.tiktok.com/@keyzty2019,"beli di alfamart ada, ngapain beli online",Negatif,23/04/2023
,tokunime_2,https://www.tiktok.com/@tokunime_2,saya nyesel beli parfum ini bau nya tidak enak,Negatif,23/04/2023
,user3192555552574,https://www.tiktok.com/@user3192555552574,"pakai Morris, jalanin hari tetap fresh, emang parfum terbaik ini",Positif,23/04/2023
,sunarto5947,https://www.tiktok.com/@sunarto5947,merek murahan kebanyakan alkohol nya bikin baju kuning,Negatif,23/04/2023
,harsultra,https://www.tiktok.com/@harsultra,aku lebih suka parfum pasar malam dari pada parfum ini wangi nya cepat banget hilang wangi nya,Negatif,23/04/2023
